Country,Age,Diet,Transportation,Housing,Carbon_Footprint
Germany,65,Vegan,Car,House,4.2
Italy,29,Vegetarian,Car,House,4.23
Germany,35,Meat-based,Car,House,7.32
Spain,34,Meat-based,Public Transit,House,4.64
Italy,67,Vegan,Bicycle,House,2.41
Germany,20,Vegan,Public Transit,Apartment,3.77
Germany,62,Vegetarian,Public Transit,House,5.21
UK,53,Vegan,Public Transit,Apartment,2.68
Germany,34,Meat-based,Public Transit,House,6.27
France,51,Vegan,Bicycle,Apartment,1.59
Spain,55,Vegetarian,Public Transit,House,3.77
France,38,Vegan,Car,House,2.73
France,28,Vegetarian,Public Transit,House,2.95
France,29,Vegetarian,Public Transit,Apartment,2.73
Germany,66,Meat-based,Public Transit,House,7.05
Spain,64,Vegetarian,Public Transit,Apartment,3.13
Italy,56,Vegetarian,Public Transit,House,3.72
Germany,66,Vegan,Car,House,4.55
Italy,79,Vegan,Public Transit,Apartment,2.44
Germany,77,Vegetarian,Bicycle,Apartment,4.23
UK,66,Meat-based,Car,House,5.82
France,80,Meat-based,Public Transit,Apartment,3.64
Spain,43,Meat-based,Public Transit,Apartment,4.25
Germany,74,Meat-based,Public Transit,House,6.34
Germany,72,Meat-based,Public Transit,Apartment,6.51
Germany,61,Vegan,Public Transit,Apartment,3.72
Italy,24,Vegetarian,Bicycle,House,3.13
Spain,60,Vegetarian,Public Transit,Apartment,3.47
France,42,Meat-based,Public Transit,Apartment,3.37
Italy,75,Vegetarian,Bicycle,House,3.07
UK,22,Vegetarian,Public Transit,Apartment,3.37
UK,29,Meat-based,Public Transit,House,4.79
France,57,Vegan,Public Transit,Apartment,2.12
Germany,49,Meat-based,Car,Apartment,6.65
France,39,Vegetarian,Bicycle,Apartment,2.11
Italy,37,Vegetarian,Bicycle,House,2.73
Spain,29,Meat-based,Public Transit,Apartment,4.09
France,40,Vegan,Bicycle,Apartment,1.65
Spain,69,Meat-based,Car,House,4.7
UK,42,Vegan,Public Transit,Apartment,2.67
Spain,45,Meat-based,Public Transit,House,4.35
France,56,Vegetarian,Bicycle,House,2.51
Italy,72,Vegan,Public Transit,Apartment,2.76
Spain,52,Vegetarian,Bicycle,Apartment,2.38
Italy,78,Vegan,Bicycle,House,2.12
UK,64,Vegetarian,Public Transit,Apartment,3.54
France,25,Vegetarian,Public Transit,House,2.78
UK,61,Vegetarian,Public Transit,House,3.83
Italy,67,Meat-based,Bicycle,House,3.52
Italy,44,Meat-based,Public Transit,House,4.65
France,56,Meat-based,Public Transit,Apartment,3.46
Spain,33,Meat-based,Car,Apartment,4.23
Germany,58,Vegetarian,Public Transit,House,5.37
Spain,62,Vegan,Car,House,2.77
Italy,41,Meat-based,Car,Apartment,4.73
France,39,Vegan,Bicycle,House,1.75
France,29,Vegan,Public Transit,Apartment,2.2
Spain,79,Meat-based,Car,House,5.58
UK,50,Vegan,Car,Apartment,2.9
Spain,31,Vegetarian,Public Transit,Apartment,3.14
France,56,Vegetarian,Car,House,3.24
Spain,31,Meat-based,Public Transit,Apartment,3.93
Spain,56,Vegan,Public Transit,Apartment,2.33
France,63,Vegetarian,Car,Apartment,3.12
UK,70,Vegetarian,Bicycle,House,3.16
Italy,52,Vegetarian,Public Transit,Apartment,3.38
Italy,40,Vegetarian,Car,House,4.61
Spain,31,Vegan,Bicycle,Apartment,1.99
Italy,43,Meat-based,Bicycle,Apartment,3.48
UK,40,Meat-based,Car,House,5.28
Italy,46,Vegan,Public Transit,Apartment,2.43
UK,28,Vegan,Public Transit,House,2.92
France,66,Vegetarian,Bicycle,House,2.61
Spain,76,Vegan,Car,House,3.11
France,24,Vegetarian,Car,Apartment,3.35
UK,36,Meat-based,Car,House,5.56
Italy,66,Meat-based,Public Transit,House,4.67
Italy,58,Meat-based,Bicycle,House,3.77
UK,43,Meat-based,Public Transit,House,5.2
Italy,70,Vegetarian,Car,Apartment,3.8
France,52,Vegetarian,Public Transit,Apartment,2.85
France,42,Vegan,Bicycle,House,1.95
Spain,30,Vegan,Car,Apartment,2.54
UK,50,Meat-based,Bicycle,House,4.19
Italy,57,Meat-based,Car,House,5.58
Italy,19,Vegan,Bicycle,House,2.28
Germany,72,Meat-based,Public Transit,House,7.23
Germany,29,Vegetarian,Bicycle,Apartment,3.74
Italy,22,Meat-based,Car,House,5.34
UK,46,Meat-based,Car,House,5.5
France,69,Vegan,Public Transit,Apartment,1.96
France,18,Vegan,Car,House,2.73
Spain,73,Vegetarian,Car,House,4.44
UK,25,Vegan,Bicycle,Apartment,2.05
France,36,Vegetarian,Bicycle,Apartment,2.08
UK,58,Vegan,Public Transit,House,3.14
France,27,Vegetarian,Bicycle,Apartment,2.23
Italy,44,Vegan,Public Transit,Apartment,2.83
Spain,31,Vegetarian,Car,House,4.18
France,47,Vegan,Public Transit,Apartment,2.17
Italy,36,Vegan,Public Transit,House,3.07
Italy,54,Vegetarian,Bicycle,Apartment,2.85
Germany,51,Vegetarian,Car,Apartment,5.96
UK,41,Vegan,Public Transit,House,3.23
Germany,54,Vegan,Public Transit,House,4.33
Italy,27,Vegan,Bicycle,Apartment,1.89
Italy,72,Vegetarian,Public Transit,Apartment,3.16
Germany,55,Vegetarian,Car,Apartment,5.27
UK,65,Vegan,Public Transit,House,3.04
Germany,80,Vegetarian,Bicycle,Apartment,3.94
UK,38,Vegan,Public Transit,House,3.19
Spain,59,Meat-based,Bicycle,House,3.33
Spain,18,Vegan,Car,House,2.88
Germany,32,Meat-based,Public Transit,Apartment,6.42
Italy,49,Vegetarian,Bicycle,Apartment,2.9
UK,75,Meat-based,Bicycle,Apartment,3.37
France,43,Vegan,Car,House,2.55
Italy,53,Vegan,Bicycle,Apartment,2.22
France,46,Vegan,Bicycle,Apartment,1.52
Germany,62,Vegan,Car,Apartment,4.31
Spain,29,Meat-based,Bicycle,House,3.59
France,65,Meat-based,Bicycle,Apartment,2.89
Germany,51,Vegetarian,Car,Apartment,5.24
UK,66,Vegan,Public Transit,House,2.73
France,38,Vegan,Car,Apartment,2.28
Spain,23,Vegetarian,Car,Apartment,3.69
Germany,56,Vegetarian,Public Transit,Apartment,5.06
France,64,Vegetarian,Bicycle,Apartment,2.17
UK,66,Vegetarian,Car,House,4.62
UK,35,Vegetarian,Bicycle,Apartment,2.68
Spain,50,Vegetarian,Bicycle,House,2.71
UK,33,Vegetarian,Public Transit,House,4.06
France,80,Meat-based,Public Transit,Apartment,3.31
UK,48,Vegetarian,Car,Apartment,3.62
Spain,61,Vegetarian,Car,House,3.94
UK,70,Meat-based,Car,Apartment,5.21
Germany,37,Vegan,Public Transit,House,4.37
Spain,24,Vegan,Public Transit,Apartment,2.5
Germany,38,Meat-based,Car,House,8.13
Germany,57,Vegan,Car,House,5.04
Spain,59,Vegan,Public Transit,House,2.59
Italy,48,Vegetarian,Public Transit,Apartment,3.35
Italy,71,Vegan,Public Transit,House,2.79
UK,43,Vegetarian,Car,House,4.01
Spain,40,Vegan,Car,House,3.21
France,70,Vegan,Car,Apartment,2.36
Italy,36,Vegetarian,Car,House,4.24
Spain,38,Vegan,Bicycle,Apartment,2.03
UK,50,Vegetarian,Public Transit,Apartment,3.26
Germany,38,Vegan,Public Transit,House,4.53
France,67,Vegan,Public Transit,House,2.18
UK,55,Vegetarian,Car,Apartment,3.61
Italy,35,Vegan,Public Transit,House,3.15
France,48,Meat-based,Bicycle,Apartment,2.58
Spain,70,Meat-based,Car,House,5.16
UK,23,Vegetarian,Car,House,4.46
Italy,53,Vegan,Public Transit,Apartment,2.43
France,73,Vegan,Bicycle,House,1.94
Italy,75,Vegetarian,Bicycle,Apartment,2.54
Spain,32,Vegetarian,Public Transit,House,3.44
Italy,34,Vegan,Bicycle,Apartment,1.89
Spain,45,Vegetarian,Public Transit,Apartment,3.51
France,76,Vegan,Public Transit,Apartment,2.09
France,79,Vegan,Public Transit,House,2.19
Italy,58,Meat-based,Bicycle,Apartment,3.43
UK,67,Meat-based,Bicycle,Apartment,3.67
France,54,Vegetarian,Bicycle,Apartment,2.24
Spain,70,Vegetarian,Public Transit,House,3.94
Germany,59,Vegetarian,Car,Apartment,5.7
Italy,47,Vegan,Bicycle,House,2.44
Spain,54,Vegetarian,Car,House,3.67
Germany,38,Vegetarian,Car,House,6.59
UK,61,Vegetarian,Bicycle,House,3.17
Germany,67,Vegan,Public Transit,Apartment,3.5
Germany,31,Vegetarian,Car,Apartment,5.01
UK,78,Meat-based,Car,House,6.0
Italy,73,Vegetarian,Car,Apartment,3.64
Germany,45,Vegetarian,Car,Apartment,5.84
France,26,Vegetarian,Car,House,3.07
Germany,42,Meat-based,Public Transit,House,6.78
Germany,67,Vegetarian,Bicycle,Apartment,3.56
Germany,50,Vegan,Bicycle,Apartment,2.71
Germany,25,Vegetarian,Bicycle,House,4.52
Italy,44,Meat-based,Car,Apartment,5.13
Italy,48,Vegetarian,Bicycle,Apartment,2.95
France,18,Vegetarian,Public Transit,House,3.33
France,40,Vegetarian,Public Transit,Apartment,2.71
Italy,32,Vegan,Car,House,3.47
France,78,Vegetarian,Bicycle,House,2.16
Germany,29,Vegan,Car,Apartment,4.17
Germany,62,Vegetarian,Car,Apartment,5.64
Germany,73,Vegan,Bicycle,House,3.15
Spain,70,Meat-based,Public Transit,Apartment,3.85
UK,79,Meat-based,Bicycle,Apartment,3.37
France,68,Meat-based,Car,House,3.99
Spain,58,Vegetarian,Public Transit,House,3.31
France,39,Meat-based,Public Transit,Apartment,3.6
Germany,76,Vegetarian,Car,House,6.47
UK,28,Meat-based,Car,Apartment,4.8
Germany,23,Vegetarian,Car,Apartment,6.06
Spain,80,Vegetarian,Bicycle,House,2.64
UK,69,Vegan,Car,House,3.28
Italy,26,Vegetarian,Bicycle,House,3.29
France,48,Vegetarian,Bicycle,Apartment,1.98
UK,26,Meat-based,Car,Apartment,5.19
Spain,36,Vegan,Car,Apartment,2.59
Germany,64,Vegan,Public Transit,House,4.33
Spain,60,Vegan,Bicycle,House,2.24
Germany,38,Vegetarian,Public Transit,Apartment,5.06
France,65,Vegetarian,Bicycle,Apartment,2.26
Germany,18,Meat-based,Bicycle,Apartment,5.17
Germany,28,Vegetarian,Public Transit,Apartment,5.05
Spain,72,Vegetarian,Car,House,4.03
Germany,47,Vegan,Public Transit,House,3.84
Italy,59,Vegan,Public Transit,House,3.19
Germany,34,Vegetarian,Public Transit,House,5.72
Italy,66,Vegan,Public Transit,Apartment,2.76
Spain,59,Meat-based,Bicycle,Apartment,2.94
Spain,71,Meat-based,Car,House,4.7
Italy,37,Vegetarian,Public Transit,Apartment,3.81
UK,29,Vegetarian,Bicycle,Apartment,2.57
Germany,67,Meat-based,Car,House,7.73
Germany,54,Vegan,Bicycle,Apartment,3.08
Italy,52,Meat-based,Bicycle,Apartment,3.3
France,61,Meat-based,Bicycle,Apartment,2.85
Germany,52,Vegan,Public Transit,Apartment,3.57
Spain,36,Vegetarian,Bicycle,House,3.07
Spain,38,Meat-based,Bicycle,House,3.2
Italy,63,Vegan,Bicycle,House,2.13
UK,56,Meat-based,Car,House,5.1
Spain,70,Meat-based,Car,House,5.37
Spain,43,Vegan,Car,Apartment,2.93
France,32,Vegetarian,Car,House,3.14
UK,78,Vegan,Car,Apartment,2.94
Italy,66,Vegetarian,Car,Apartment,3.89
UK,24,Vegan,Bicycle,House,2.19
Spain,37,Meat-based,Bicycle,House,3.31
Italy,74,Vegetarian,Car,House,4.59
Italy,25,Vegan,Public Transit,House,2.95
Spain,66,Vegetarian,Car,Apartment,3.36
UK,79,Vegan,Public Transit,Apartment,2.87
Spain,71,Vegan,Public Transit,House,2.5
France,73,Vegetarian,Bicycle,House,2.57
UK,39,Vegetarian,Bicycle,House,3.38
France,18,Meat-based,Bicycle,House,2.82
Spain,32,Vegan,Public Transit,House,2.53
Spain,53,Vegan,Bicycle,House,2.18
Spain,20,Vegan,Car,Apartment,2.78
France,79,Meat-based,Public Transit,House,4.06
France,40,Vegan,Public Transit,House,2.32
UK,20,Vegetarian,Bicycle,House,3.18
France,31,Vegan,Car,Apartment,2.35
Italy,24,Vegetarian,Public Transit,Apartment,3.65
Italy,40,Vegan,Public Transit,House,3.18
Germany,35,Vegetarian,Car,House,6.1
Italy,67,Meat-based,Car,House,5.64
Italy,67,Meat-based,Public Transit,Apartment,4.21
UK,52,Vegan,Car,House,3.52
France,76,Vegan,Car,House,2.45
Spain,58,Meat-based,Public Transit,Apartment,3.92
Spain,40,Vegetarian,Public Transit,House,3.84
Germany,38,Meat-based,Car,Apartment,7.03
UK,62,Vegan,Bicycle,House,2.43
UK,29,Vegetarian,Bicycle,Apartment,2.6
France,63,Vegan,Bicycle,House,1.91
Germany,63,Vegetarian,Bicycle,House,4.22
Spain,24,Vegan,Public Transit,Apartment,2.38
Germany,46,Meat-based,Car,Apartment,7.15
Italy,19,Vegetarian,Car,Apartment,3.68
Germany,46,Vegan,Car,Apartment,3.75
Germany,79,Meat-based,Bicycle,House,5.75
Spain,53,Vegan,Bicycle,Apartment,1.89
UK,55,Vegetarian,Bicycle,House,3.23
Italy,69,Vegetarian,Public Transit,House,3.77
Germany,38,Vegan,Public Transit,Apartment,4.08
Germany,38,Vegan,Car,Apartment,3.82
UK,63,Vegetarian,Bicycle,House,2.84
UK,32,Vegan,Public Transit,Apartment,2.65
UK,71,Meat-based,Public Transit,House,4.95
Spain,22,Meat-based,Car,House,5.14
France,75,Vegetarian,Public Transit,Apartment,2.51
Italy,22,Vegan,Public Transit,House,3.17
France,63,Vegan,Public Transit,House,2.38
Germany,43,Meat-based,Bicycle,House,5.18
Italy,39,Meat-based,Bicycle,House,3.5
UK,80,Vegan,Bicycle,House,2.48
UK,21,Vegan,Public Transit,Apartment,2.82
France,57,Meat-based,Bicycle,House,3.1
Germany,33,Vegan,Car,Apartment,3.76
Spain,64,Meat-based,Public Transit,Apartment,3.78
Spain,54,Vegan,Bicycle,House,2.26
Spain,62,Vegetarian,Car,House,3.81
Italy,40,Meat-based,Bicycle,House,4.05
Spain,23,Meat-based,Public Transit,House,4.3
Italy,59,Vegan,Car,House,3.2
France,51,Vegetarian,Car,Apartment,3.35
France,61,Vegetarian,Car,Apartment,2.75
UK,18,Meat-based,Public Transit,House,4.76
UK,54,Vegetarian,Car,Apartment,3.71
UK,49,Meat-based,Bicycle,Apartment,3.79
France,73,Vegan,Car,House,2.58
Spain,63,Meat-based,Bicycle,Apartment,3.4
Spain,19,Vegan,Car,Apartment,2.91
Italy,77,Vegetarian,Car,House,4.46
UK,51,Meat-based,Car,House,5.16
Germany,57,Vegetarian,Public Transit,House,5.85
France,60,Vegan,Car,House,2.41
Germany,33,Vegetarian,Car,House,5.59
France,76,Vegetarian,Bicycle,Apartment,2.29
France,60,Vegan,Public Transit,House,2.41
Germany,36,Vegetarian,Car,House,6.48
Italy,78,Vegan,Public Transit,House,2.87
France,49,Meat-based,Public Transit,Apartment,3.31
Spain,57,Vegetarian,Public Transit,House,4.02
Italy,67,Vegan,Bicycle,Apartment,2.04
France,30,Meat-based,Public Transit,Apartment,3.53
France,52,Meat-based,Car,House,4.14
Italy,79,Vegan,Car,House,3.38
UK,72,Meat-based,Bicycle,House,3.99
France,76,Meat-based,Car,House,4.62
Germany,63,Vegetarian,Car,Apartment,5.53
UK,58,Vegan,Car,Apartment,3.22
Germany,75,Vegan,Car,House,4.16
Germany,60,Vegetarian,Car,House,6.55
Italy,76,Vegetarian,Car,Apartment,3.6
Germany,57,Vegan,Public Transit,House,4.3
Italy,31,Vegan,Bicycle,House,2.22
France,44,Vegetarian,Public Transit,House,3.26
Germany,70,Vegetarian,Public Transit,Apartment,5.11
Spain,20,Vegan,Public Transit,Apartment,2.55
Germany,22,Vegan,Car,Apartment,3.87
Spain,22,Meat-based,Bicycle,House,3.32
Italy,79,Vegan,Bicycle,House,2.16
Italy,36,Vegan,Public Transit,Apartment,2.75
Spain,70,Meat-based,Car,House,4.78
UK,20,Vegetarian,Public Transit,Apartment,3.29
France,71,Vegetarian,Car,Apartment,3.21
France,33,Vegetarian,Bicycle,House,2.35
Germany,46,Vegan,Car,Apartment,4.38
Italy,20,Vegan,Car,Apartment,2.81
Italy,76,Meat-based,Public Transit,House,4.55
France,43,Vegetarian,Car,House,3.4
Germany,29,Vegan,Car,House,4.76
Spain,19,Vegetarian,Car,Apartment,3.73
Italy,53,Meat-based,Car,House,4.9
France,44,Vegan,Bicycle,Apartment,1.64
Germany,64,Vegetarian,Public Transit,Apartment,4.63
France,61,Meat-based,Car,House,3.82
France,70,Vegetarian,Bicycle,Apartment,2.29
France,54,Vegan,Car,Apartment,2.36
Spain,77,Vegan,Bicycle,House,2.04
UK,42,Vegetarian,Bicycle,Apartment,2.87
UK,34,Vegetarian,Bicycle,House,3.07
Germany,47,Vegan,Public Transit,Apartment,3.47
Germany,79,Vegetarian,Public Transit,Apartment,4.85
France,45,Vegetarian,Car,Apartment,3.03
UK,72,Meat-based,Public Transit,Apartment,4.76
Italy,31,Vegetarian,Public Transit,House,3.84
Spain,46,Vegetarian,Public Transit,House,3.54
Spain,26,Vegan,Bicycle,Apartment,1.82
Germany,54,Meat-based,Bicycle,House,5.81
UK,73,Vegetarian,Public Transit,House,3.73
Germany,48,Meat-based,Bicycle,House,5.17
UK,44,Meat-based,Car,Apartment,4.79
Germany,60,Vegetarian,Bicycle,House,4.03
Spain,19,Vegan,Car,House,3.09
Germany,35,Vegan,Bicycle,Apartment,2.99
UK,68,Meat-based,Car,House,5.3
Germany,73,Vegan,Car,House,4.44
UK,51,Vegan,Bicycle,Apartment,2.15
France,23,Meat-based,Car,Apartment,3.69
France,38,Vegetarian,Car,Apartment,3.33
Italy,71,Meat-based,Public Transit,House,4.92
Spain,48,Vegetarian,Bicycle,Apartment,2.45
France,69,Vegan,Car,Apartment,2.14
France,52,Vegan,Public Transit,Apartment,2.09
Spain,62,Vegetarian,Bicycle,Apartment,2.8
Germany,76,Vegetarian,Car,Apartment,5.13
Spain,48,Vegetarian,Public Transit,Apartment,3.47
UK,62,Vegetarian,Public Transit,Apartment,3.53
France,80,Vegetarian,Bicycle,House,2.56
France,74,Vegetarian,Car,Apartment,2.83
Italy,61,Vegetarian,Car,Apartment,4.26
Germany,79,Vegan,Public Transit,House,4.33
France,40,Vegan,Public Transit,Apartment,2.11
UK,44,Meat-based,Public Transit,House,4.65
Italy,80,Vegan,Car,House,3.11
Germany,21,Vegan,Car,House,4.4
Spain,39,Meat-based,Public Transit,House,4.72
Italy,53,Meat-based,Car,Apartment,5.07
France,37,Vegetarian,Car,House,3.31
France,62,Vegan,Public Transit,House,2.21
UK,72,Vegetarian,Public Transit,House,3.67
Italy,64,Vegetarian,Bicycle,Apartment,2.71
Italy,23,Vegetarian,Bicycle,Apartment,2.88
Italy,73,Vegan,Car,Apartment,3.09
France,33,Meat-based,Car,House,3.87
UK,69,Meat-based,Car,Apartment,4.46
France,65,Vegetarian,Bicycle,Apartment,1.99
Spain,58,Vegetarian,Bicycle,Apartment,2.62
France,63,Meat-based,Car,Apartment,3.58
France,18,Vegetarian,Bicycle,Apartment,2.01
France,42,Vegetarian,Bicycle,Apartment,2.13
Germany,63,Vegetarian,Bicycle,Apartment,3.85
UK,73,Meat-based,Public Transit,Apartment,4.46
France,29,Meat-based,Public Transit,Apartment,3.69
UK,80,Meat-based,Bicycle,Apartment,3.61
France,30,Meat-based,Public Transit,Apartment,3.2
UK,36,Vegan,Public Transit,House,2.8
Italy,70,Vegetarian,Bicycle,Apartment,2.73
Italy,36,Meat-based,Car,Apartment,4.42
Italy,75,Vegan,Car,House,2.96
Spain,18,Vegan,Bicycle,Apartment,1.85
Italy,62,Vegan,Bicycle,Apartment,2.06
Italy,46,Vegetarian,Bicycle,House,2.93
Italy,66,Vegetarian,Public Transit,Apartment,3.3
Germany,20,Vegan,Public Transit,House,4.12
Spain,38,Vegetarian,Public Transit,House,3.62
Germany,65,Vegetarian,Public Transit,Apartment,5.36
Italy,42,Vegan,Car,House,3.14
Spain,68,Vegan,Car,Apartment,2.79
Germany,31,Meat-based,Car,House,7.65
Italy,39,Meat-based,Car,House,5.26
Italy,71,Vegan,Public Transit,Apartment,2.45
UK,64,Vegetarian,Public Transit,House,4.31
Germany,49,Vegan,Car,House,5.04
France,78,Vegetarian,Bicycle,House,2.43
Germany,33,Vegan,Public Transit,Apartment,3.67
France,79,Vegetarian,Bicycle,Apartment,2.07
Italy,61,Vegan,Public Transit,Apartment,2.67
UK,36,Vegetarian,Bicycle,House,3.27
Germany,41,Vegan,Public Transit,Apartment,3.38
Italy,44,Meat-based,Car,House,5.58
Italy,58,Vegetarian,Public Transit,House,3.93
Italy,62,Meat-based,Car,House,5.68
UK,80,Meat-based,Bicycle,Apartment,3.68
Germany,49,Vegan,Public Transit,Apartment,3.6
France,42,Meat-based,Bicycle,House,2.72
Spain,47,Vegan,Bicycle,House,1.95
Spain,67,Meat-based,Public Transit,Apartment,4.0
France,48,Meat-based,Car,Apartment,3.68
UK,48,Vegan,Car,House,3.6
Spain,38,Vegan,Bicycle,Apartment,2.04
Germany,79,Vegan,Bicycle,Apartment,2.79
France,65,Meat-based,Bicycle,House,2.82
Spain,45,Vegan,Car,House,2.9
Germany,36,Meat-based,Car,House,7.04
Spain,67,Meat-based,Public Transit,House,4.62
UK,46,Vegetarian,Car,House,4.36
Germany,63,Vegan,Public Transit,House,3.87
Germany,38,Meat-based,Car,Apartment,7.43
UK,48,Vegetarian,Car,House,4.69
Spain,53,Meat-based,Bicycle,House,3.66
Spain,29,Vegetarian,Bicycle,Apartment,2.63
Italy,54,Vegan,Car,Apartment,3.03
Germany,49,Meat-based,Car,Apartment,6.44
UK,28,Vegan,Car,Apartment,3.12
Italy,39,Meat-based,Public Transit,House,5.08
Spain,43,Vegan,Car,House,3.13
Spain,62,Meat-based,Bicycle,Apartment,3.4
Spain,28,Meat-based,Public Transit,Apartment,3.9
UK,19,Meat-based,Bicycle,Apartment,3.45
France,32,Meat-based,Car,Apartment,3.82
Italy,42,Vegan,Bicycle,House,2.04
Italy,49,Meat-based,Bicycle,House,3.8
France,30,Vegan,Car,Apartment,2.17
Spain,18,Vegetarian,Bicycle,Apartment,2.6
Italy,50,Meat-based,Public Transit,Apartment,4.05
France,76,Vegan,Bicycle,House,1.7
Italy,50,Vegetarian,Car,Apartment,4.07
Italy,39,Meat-based,Public Transit,House,4.74
Italy,46,Meat-based,Public Transit,House,4.56
France,20,Vegetarian,Car,Apartment,2.87
UK,65,Vegan,Public Transit,Apartment,2.88
Italy,41,Vegetarian,Car,Apartment,3.93
Italy,31,Vegan,Car,House,2.91
Germany,73,Vegetarian,Car,House,6.7
Spain,64,Vegetarian,Public Transit,House,3.73
Germany,76,Vegetarian,Public Transit,House,5.86
Germany,22,Vegan,Car,Apartment,4.45
UK,21,Meat-based,Public Transit,Apartment,4.28
Spain,64,Vegan,Car,Apartment,2.5
Germany,59,Meat-based,Public Transit,House,6.33
Spain,59,Meat-based,Public Transit,Apartment,4.44
Italy,27,Vegetarian,Public Transit,Apartment,3.22
France,74,Vegetarian,Car,Apartment,2.82
Germany,47,Vegan,Bicycle,House,3.08
UK,48,Meat-based,Bicycle,Apartment,3.27
Spain,61,Vegetarian,Car,Apartment,3.66
Spain,44,Meat-based,Car,Apartment,4.72
Italy,63,Vegetarian,Bicycle,House,2.83
Italy,19,Vegan,Public Transit,Apartment,2.48
Spain,69,Meat-based,Bicycle,Apartment,3.44
Spain,53,Vegan,Public Transit,Apartment,2.58
France,36,Vegetarian,Car,House,3.36
Spain,52,Meat-based,Public Transit,House,4.78
UK,27,Vegetarian,Bicycle,House,3.02
UK,43,Vegetarian,Public Transit,House,4.17
Germany,70,Vegan,Public Transit,House,4.04
Spain,23,Vegan,Public Transit,Apartment,2.39
Italy,59,Vegetarian,Public Transit,Apartment,3.76
Italy,50,Vegan,Car,House,3.25
Germany,72,Vegan,Car,Apartment,4.42
Spain,23,Vegetarian,Car,Apartment,3.67
UK,18,Vegetarian,Bicycle,Apartment,2.9
Italy,49,Meat-based,Public Transit,House,4.89
Spain,51,Vegan,Public Transit,Apartment,2.51
Spain,62,Meat-based,Car,House,4.73
Germany,63,Meat-based,Bicycle,Apartment,4.84
France,62,Vegetarian,Car,House,3.26
Germany,52,Vegan,Car,Apartment,3.76
France,36,Meat-based,Car,Apartment,4.07
France,22,Vegetarian,Public Transit,Apartment,2.7
Italy,60,Vegetarian,Car,House,4.17
Italy,31,Vegetarian,Public Transit,House,3.98
UK,20,Vegan,Public Transit,Apartment,2.67
Italy,19,Vegetarian,Bicycle,House,3.23
Spain,66,Vegan,Car,House,3.16
UK,74,Vegetarian,Bicycle,House,3.38
Spain,20,Vegetarian,Car,House,3.86
France,23,Meat-based,Bicycle,Apartment,2.65
Italy,33,Vegan,Public Transit,Apartment,2.52
UK,67,Vegan,Public Transit,Apartment,2.73
France,18,Vegan,Car,Apartment,2.49
Spain,22,Vegan,Car,House,2.91
UK,42,Vegan,Bicycle,Apartment,1.98
France,62,Vegan,Public Transit,Apartment,2.23
Italy,72,Meat-based,Car,House,5.49
Spain,25,Vegan,Car,Apartment,2.58
Spain,33,Meat-based,Public Transit,Apartment,4.34
France,37,Meat-based,Car,House,4.55
UK,72,Vegetarian,Car,House,4.67
France,24,Meat-based,Car,Apartment,4.0
UK,54,Meat-based,Public Transit,House,4.82
Spain,19,Vegan,Bicycle,House,2.19
France,44,Vegetarian,Car,House,3.35
Spain,22,Meat-based,Car,House,5.46
Italy,48,Vegetarian,Bicycle,Apartment,2.93
Germany,25,Meat-based,Car,Apartment,7.02
Germany,46,Vegan,Bicycle,House,3.27
Spain,22,Vegan,Car,House,2.81
France,32,Meat-based,Car,House,3.93
Spain,18,Vegetarian,Car,Apartment,3.37
Italy,55,Vegan,Car,House,3.47
Germany,38,Meat-based,Public Transit,Apartment,5.84
Spain,48,Vegetarian,Car,Apartment,3.42
UK,58,Vegan,Bicycle,Apartment,1.93
Germany,72,Vegan,Car,Apartment,4.13
France,54,Meat-based,Car,House,4.53
Italy,78,Meat-based,Public Transit,House,4.42
Spain,20,Vegetarian,Public Transit,Apartment,3.09
Italy,43,Vegetarian,Bicycle,Apartment,2.85
Germany,48,Vegan,Bicycle,House,3.32
Germany,33,Vegan,Bicycle,House,3.23
France,45,Vegan,Car,House,2.32
France,63,Meat-based,Bicycle,Apartment,2.6
Spain,35,Vegetarian,Bicycle,House,2.73
UK,56,Vegetarian,Public Transit,House,3.97
Spain,66,Vegan,Bicycle,Apartment,1.91
France,62,Vegetarian,Public Transit,Apartment,2.61
Italy,77,Vegetarian,Public Transit,Apartment,3.36
Italy,76,Meat-based,Bicycle,Apartment,3.29
Italy,30,Vegetarian,Bicycle,House,2.88
UK,45,Vegan,Bicycle,Apartment,2.19
Germany,69,Vegan,Public Transit,Apartment,3.88
Italy,63,Vegan,Bicycle,House,2.13
Spain,55,Vegan,Car,Apartment,2.87
Italy,58,Meat-based,Car,House,5.04
Spain,41,Meat-based,Public Transit,House,4.77
UK,47,Vegan,Public Transit,Apartment,2.54
France,34,Meat-based,Public Transit,House,3.44
Germany,69,Vegetarian,Public Transit,House,6.02
UK,55,Vegetarian,Bicycle,House,2.89
France,80,Vegetarian,Bicycle,House,2.42
Spain,45,Vegetarian,Public Transit,Apartment,3.05
France,41,Meat-based,Car,Apartment,3.65
UK,52,Vegetarian,Car,Apartment,4.3
Spain,31,Meat-based,Bicycle,Apartment,2.89
Italy,80,Vegan,Bicycle,House,2.16
Germany,32,Meat-based,Bicycle,House,5.84
Italy,71,Meat-based,Car,Apartment,4.89
Italy,66,Meat-based,Car,House,5.06
UK,19,Meat-based,Car,House,5.84
France,24,Meat-based,Public Transit,Apartment,3.26
UK,28,Meat-based,Car,House,5.07
Germany,60,Vegetarian,Public Transit,House,5.48
